account,tot_trades,mean_pnl,median_pnl,win_rate,avg_size_usd,pnl_std,cluster
0x083384f897ee0f19899168e3b1bec365f52a9012,1190,419.1277684596647,0.0,0.3596123624934521,16159.57673389209,4692.452328769463,2
0x430f09841d65beb3f27765503d0f850b8bce7713,390,587.2201054125001,20.019231,0.5757575757575758,2932.566007130125,2367.6971880425194,0
0x513b8629fe877bb581bf244e326a047b249c4ff1,1605,68.68441935403726,0.0,0.40119320039228507,34396.58028440667,639.4024436908079,3
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,782,281.8262266846154,0.0,0.3062937062937063,2133.6673636363635,1591.523957653427,1
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,407,120.50731710657195,0.0,0.40852575488454707,2979.4417761989343,474.8098365007934,1
