join_date,account,trade_count,total_pnl,mean_pnl,win_rate,total_volume_usd,avg_trade_size_usd,avg_fee,avg_execution_price,date
2024-02-12,0xae5eacaf9c6b9111fd53034a602c192a04e082ed,42,0.0,0.0,0.0,78277.3,1779.0295454545455,0.07957721840909092,7.825377272727272,2024-02-12
2024-03-12,0xae5eacaf9c6b9111fd53034a602c192a04e082ed,136,20925.513222,144.3138842896552,0.7241379310344828,565317.04,3898.738206896552,1.3645578413793102,146.23901172413792,2024-03-12
2024-04-12,0xae5eacaf9c6b9111fd53034a602c192a04e082ed,1,0.0,0.0,0.0,0.1,0.1,0.0,11.076,2024-04-12
2024-05-10,0x430f09841d65beb3f27765503d0f850b8bce7713,1,0.0,0.0,0.0,0.61,0.61,0.0,0.0002687,2024-05-10
2024-06-12,0x083384f897ee0f19899168e3b1bec365f52a9012,33,-175611.00005600002,-5321.545456242425,0.0,1212299.96,36736.36242424243,3.673636121212121,4041.0,2024-06-12
2024-09-08,0x430f09841d65beb3f27765503d0f850b8bce7713,1,0.0,0.0,0.0,0.12,0.12,0.0,1.57e-05,2024-09-08
2024-09-12,0x513b8629fe877bb581bf244e326a047b249c4ff1,39,0.0,0.0,0.0,70653.29,1682.2211904761903,0.04530505214285714,12.477666666666668,2024-09-12
2024-10-08,0x430f09841d65beb3f27765503d0f850b8bce7713,1,0.0,0.0,0.0,0.68,0.68,0.0,0.00012763,2024-10-08
2024-11-09,0x430f09841d65beb3f27765503d0f850b8bce7713,1,0.0,0.0,0.0,0.54,0.54,0.0,1.5e-05,2024-11-09
2024-11-10,0x430f09841d65beb3f27765503d0f850b8bce7713,1,0.0,0.0,0.0,0.73,0.73,0.0,0.000161,2024-11-10
2024-11-11,0x083384f897ee0f19899168e3b1bec365f52a9012,155,0.0,0.0,0.0,900880.13,5089.718248587571,0.9480003107344632,3204.4610169491525,2024-11-11
2024-12-08,0x430f09841d65beb3f27765503d0f850b8bce7713,1,0.0,0.0,0.0,0.61,0.61,0.0,0.0002,2024-12-08
2024-12-12,0x513b8629fe877bb581bf244e326a047b249c4ff1,85,0.0,0.0,0.0,296563.81,3332.177640449438,0.06097473898876404,18.34708988764045,2024-12-12
2024-12-12,0x72c6a4624e1dffa724e6d00d64ceae698af892a0,17,0.0,0.0,0.0,23755.55,1397.385294117647,0.13414817647058824,17.91470588235294,2024-12-12
2025-01-03,0x083384f897ee0f19899168e3b1bec365f52a9012,45,9482.221441,210.7160320222222,0.8,134360.89,2985.797555555556,0.14928933333333333,2262.84,2025-01-03
2025-01-03,0x72c6a4624e1dffa724e6d00d64ceae698af892a0,14,0.0,0.0,0.0,11079.01,791.3578571428571,0.07596928571428571,0.17157,2025-01-03
2025-01-04,0x513b8629fe877bb581bf244e326a047b249c4ff1,13,0.0,0.0,0.0,179501.53,13807.81,1.3255487692307695,13.779,2025-01-04
2025-01-05,0x513b8629fe877bb581bf244e326a047b249c4ff1,266,60544.304874,184.0252427781155,0.7173252279635258,7472659.26,22713.250030395135,5.224047027355623,147.77243161094225,2025-01-05
2025-02-01,0x72c6a4624e1dffa724e6d00d64ceae698af892a0,3,0.0,0.0,0.0,26682.58,8894.193333333335,0.8538419999999999,25.754666666666665,2025-02-01
2025-02-02,0x083384f897ee0f19899168e3b1bec365f52a9012,10,76710.0,7671.0,0.9,1858470.0,185847.0,9.2923496,3091.9700000000003,2025-02-02
2025-02-02,0x72c6a4624e1dffa724e6d00d64ceae698af892a0,34,0.0,0.0,0.0,30974.56,837.1502702702703,0.08036548648648649,19.552820702702704,2025-02-02
2025-02-03,0x72c6a4624e1dffa724e6d00d64ceae698af892a0,25,10915.212,436.60848,1.0,34151.01,1366.0404,0.13113944,18.48,2025-02-03
2025-03-01,0x72c6a4624e1dffa724e6d00d64ceae698af892a0,6,0.0,0.0,0.0,36394.5,6065.75,0.5823111666666666,24.2675,2025-03-01
2025-03-02,0x083384f897ee0f19899168e3b1bec365f52a9012,551,101011.685664,120.39533452205006,0.30512514898688914,19794543.66,23593.019856972587,2.8069586364719905,2699.603241954708,2025-03-02
2025-03-03,0x083384f897ee0f19899168e3b1bec365f52a9012,489,533974.662903,833.0337954804993,0.8424336973478939,5365898.24,8371.136099843994,0.4185563572542902,1773.83503900156,2025-03-03
2025-03-03,0x72c6a4624e1dffa724e6d00d64ceae698af892a0,15,17247.427499999998,1077.9642187499999,0.625,60552.15,3784.509375,0.36331199999999997,11.938806249999999,2025-03-03
2025-03-04,0x513b8629fe877bb581bf244e326a047b249c4ff1,47,0.0,0.0,0.0,110787.03,2260.9597959183675,0.3128071632653061,12.178122448979591,2025-03-04
2025-04-01,0x72c6a4624e1dffa724e6d00d64ceae698af892a0,1,0.0,0.0,0.0,2128.95,2128.95,0.204379,23.655,2025-04-01
2025-04-02,0x083384f897ee0f19899168e3b1bec365f52a9012,399,375620.270243,707.3828064839925,0.15630885122410546,5616220.88,10576.687156308852,1.3261758380414312,1470.9998116760828,2025-04-02
2025-04-02,0x72c6a4624e1dffa724e6d00d64ceae698af892a0,1,0.0,0.0,0.0,15000.0,15000.0,1.44,3.75,2025-04-02
2025-04-03,0x72c6a4624e1dffa724e6d00d64ceae698af892a0,142,169132.29611,1091.1761039354838,0.4967741935483871,469661.83,3030.0763225806454,0.2908864258064516,8.595070967741936,2025-04-03
2025-04-03,0xae5eacaf9c6b9111fd53034a602c192a04e082ed,21,0.0,0.0,0.0,152639.03,7268.525238095238,2.442223476190476,0.6101828571428571,2025-04-03
2025-05-01,0x72c6a4624e1dffa724e6d00d64ceae698af892a0,8,0.0,0.0,0.0,22909.5,2863.6875,0.274913125,25.455,2025-05-01
2025-05-02,0x083384f897ee0f19899168e3b1bec365f52a9012,192,44400.9058,211.43288476190477,0.37142857142857144,5582863.31,26585.06338095238,3.3338170333333332,2727.8599999999997,2025-05-02
2025-05-03,0xae5eacaf9c6b9111fd53034a602c192a04e082ed,9,0.0,0.0,0.0,31505.8,3500.644444444444,1.1762153333333332,0.6298922222222223,2025-05-03
